"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"PMID","PMID:33467215",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000231509,9606.ENSP00000305372,9606.ENSP00000330696,9606.ENSP00000354511,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,NR3C1,ADRB2,P2RX7,COMT,IL6,TNF,IL10",8.77e-11,6.56e-06,"(2021) Computational Functional Genomics-Based AmpliSeq(TM) Panel for Next-Generation Sequencing of Key Genes of Pain."
"PMID","PMID:33815388",11,98,9606,"9606.ENSP00000215832,9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","MAPK1,IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",9.79e-11,6.56e-06,"(2021) Single Cell Analysis of Blood Mononuclear Cells Stimulated Through Either LPS or Anti-CD3 and Anti-CD28."
"PMID","PMID:34022735",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.9e-11,6.56e-06,"(2021) Susceptibility to SARS-CoV-2 infection in patients undergoing chemotherapy and radiation therapy."
"PMID","PMID:34103475",11,96,9606,"9606.ENSP00000215832,9606.ENSP00000231509,9606.ENSP00000299847,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000444810,9606.ENSP00000468500","MAPK1,NR3C1,CHRFAM7A,OXTR,P2RX7,NLRP3,IL6,TNF,IL10,FKBP5,GFAP",7.99e-11,6.56e-06,"(2021) Gene expression studies in Depression development and treatment: an overview of the underlying molecular mechanisms and biological processes to identify biomarkers."
"PMID","PMID:34298981",10,71,9606,"9606.ENSP00000265641,9606.ENSP00000321345,9606.ENSP00000326305,9606.ENSP00000337383,9606.ENSP00000346173,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000438689","CPT1A,IL23R,SLC25A20,NLRP3,ETFB,CPT1C,CPT1B,TNF,IL10,ACADVL",9.47e-11,6.56e-06,"(2021) PPARdelta in Affected Atopic Dermatitis and Psoriasis: A Possible Role in Metabolic Reprograming."
"PMID","PMID:32574292",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.9e-11,6.56e-06,"(2020) Severe COVID-19: A Review of Recent Progress With a Look Toward the Future."
"PMID","PMID:32655549",11,98,9606,"9606.ENSP00000231509,9606.ENSP00000292303,9606.ENSP00000305372,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","NR3C1,CCR5,ADRB2,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",9.79e-11,6.56e-06,"(2020) Regulation of Human Innate Lymphoid Cells in the Context of Mucosal Inflammation."
"PMID","PMID:30122421",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,TNF,IL10",8.77e-11,6.56e-06,"(2019) Fingolimod modulates T cell phenotype and regulatory T cell plasticity in vivo."
"PMID","PMID:30944162",8,29,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",6.96e-11,6.56e-06,"(2019) Systemic Antibiotic Therapy Reduces Circulating Inflammatory Dendritic Cells and Treg-Th17 Plasticity in Periodontitis."
"PMID","PMID:29618802",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000386377,9606.ENSP00000398698","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,MGAT5,TNF",7.9e-11,6.56e-06,"(2018) Integrative analysis of Multiple Sclerosis using a systems biology approach."
"PMID","PMID:30533524",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.9e-11,6.56e-06,"(2018) Anti-inflammatory effects of dietary vitamin D3 in patients with multiple sclerosis."
"PMID","PMID:28086227",7,16,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.9e-11,6.56e-06,"(2017) Matrine alleviates lipopolysaccharide-induced intestinal inflammation and oxidative stress via CCR7 signal."
"PMID","PMID:28198424",9,47,9606,"9606.ENSP00000304501,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","ADORA2B,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",7.37e-11,6.56e-06,"(2017) Human IDO-competent, long-lived immunoregulatory dendritic cells induced by intracellular pathogen, and their fate in humanized mice."
"PMID","PMID:26673135",8,29,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.96e-11,6.56e-06,"(2016) Selective ORAI1 Inhibition Ameliorates Autoimmune Central Nervous System Inflammation by Suppressing Effector but Not Regulatory T Cell Function."
"PMID","PMID:26819963",8,29,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.96e-11,6.56e-06,"(2016) Alemtuzumab long-term immunologic effect: Treg suppressor function increases up to 24 months."
"PMID","PMID:24412615",9,49,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.02e-10,6.56e-06,"(2014) Proatherogenic conditions promote autoimmune T helper 17 cell responses in vivo."
"PMID","PMID:24780531",9,47,9606,"9606.ENSP00000268124,9606.ENSP00000295550,9606.ENSP00000309092,9606.ENSP00000359871,9606.ENSP00000360124,9606.ENSP00000370023,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000438689","POLG,COL6A3,GMPPB,ACADM,PGM1,HADHA,CPT1C,CPT1B,ACADVL",7.37e-11,6.56e-06,"(2014) Congenital muscular dystrophy and generalized epilepsy caused by GMPPB mutations."
"PMID","PMID:24453425",8,29,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.96e-11,6.56e-06,"(2013) Circulating Th22 and Th9 levels in patients with acute coronary syndrome."
"PMID","PMID:21765430",8,29,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.96e-11,6.56e-06,"(2011) Control of TH17 cells occurs in the small intestine."
"PMID","PMID:22022372",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","IFNG,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",8.77e-11,6.56e-06,"(2011) Functional studies on the IBD susceptibility gene IL23R implicate reduced receptor function in the protective genetic variant R381Q."
"PMID","PMID:20543593",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6",7.9e-11,6.56e-06,"(2010) Th17 and regulatory T cells: implications for AIDS pathogenesis."
"PMID","PMID:18691912",7,16,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.9e-11,6.56e-06,"(2008) Gr1(+) inflammatory monocytes are required for mucosal resistance to the pathogen Toxoplasma gondii."
"PMID","PMID:26865085",8,31,9606,"9606.ENSP00000292303,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,NLRP3,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.1e-10,6.79e-06,"(2016) The Second Brain: Is the Gut Microbiota a Link Between Obesity and Central Nervous System Disorders?"
"PMID","PMID:24101376",8,31,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.1e-10,6.79e-06,"(2013) BET bromodomain inhibition suppresses TH17-mediated pathology."
"PMID","PMID:19357708",7,17,9606,"9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.11e-10,6.79e-06,"(2009) Inflammatory skin disease in K5.hTGF-beta1 transgenic mice is not dependent on the IL-23Th17 inflammatory pathway."
"PMID","PMID:11056676",7,17,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.11e-10,6.79e-06,"(2000) Cytokine, activation marker, and chemokine receptor expression by individual CD4(+) memory T cells in rheumatoid arthritis synovium."
"PMID","PMID:33205383",9,50,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000468500","CCR5,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,GFAP",1.2e-10,7.03e-06,"(2021) Chronic Toxoplasma gondii Infection Alleviates Experimental Autoimmune Encephalomyelitis by the Immune Regulation Inducing Reduction in IL-17ATh17 Via Upregulation of SOCS3."
"PMID","PMID:29942318",9,50,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.2e-10,7.03e-06,"(2018) Mucosal-Associated Invariant T Cells in Autoimmune Diseases."
"PMID","PMID:33669367",9,51,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000344095,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,GPR29,ZNF683,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.41e-10,7.75e-06,"(2021) Tissue-Resident Memory T Cells in Chronic Inflammation-Local Cells with Systemic Effects?"
"PMID","PMID:34462459",8,32,9606,"9606.ENSP00000229135,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.36e-10,7.75e-06,"(2021) T-bet represses collagen-induced arthritis by suppressing Th17 lineage commitment through inhibition of RORgammat expression and function."
"PMID","PMID:24408967",8,32,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.36e-10,7.75e-06,"(2014) Activation of IL-27 signalling promotes development of postinfluenza pneumococcal pneumonia."
"PMID","PMID:19119024",8,32,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",1.36e-10,7.75e-06,"(2009) Late developmental plasticity in the T helper 17 lineage."
"PMID","PMID:33980982",11,102,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000322898,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,IL23R,EBF1,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",1.45e-10,7.82e-06,"(2021) A follicular regulatory Innate Lymphoid Cell population impairs interactions between germinal center Tfh and B cells."
"PMID","PMID:33679767",7,18,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.53e-10,8.15e-06,"(2021) Lactobacillus acidipiscis Induced Regulatory Gamma Delta T Cells and Attenuated Experimental Autoimmune Encephalomyelitis."
"PMID","PMID:33961030",7,18,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF",1.53e-10,8.15e-06,"(2021) Crossing the boundaries: IL-23 and its role in linking inflammation of the skin, gut and joints."
"PMID","PMID:28566946",7,18,9606,"9606.ENSP00000231509,9606.ENSP00000343952,9606.ENSP00000364802,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","NR3C1,GPR29,HSPA1A,ENSP00000383715,IL6,TNF,IL10",1.53e-10,8.15e-06,"(2017) A multispecies approach for understanding neuroimmune mechanisms of stress."
"PMID","PMID:26751584",7,18,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.53e-10,8.15e-06,"(2016) Reciprocity between Regulatory T Cells and Th17 Cells: Relevance to Polarized Immunity in Leprosy."
"PMID","PMID:26640327",9,52,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.64e-10,8.15e-06,"(2015) Th1 and Th17 Cells in Tuberculosis: Protection, Pathology, and Biomarkers."
"PMID","PMID:21767811",7,18,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.53e-10,8.15e-06,"(2011) Lymphotoxin controls the IL-22 protection pathway in gut innate lymphoid cells during mucosal pathogen challenge."
"PMID","PMID:19050297",7,18,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF",1.53e-10,8.15e-06,"(2008) Expanded double negative T cells in patients with systemic lupus erythematosus produce IL-17 and infiltrate the kidneys."
"PMID","PMID:33014369",8,33,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",1.69e-10,8.22e-06,"(2020) Mesenchymal stem cells prevent overwhelming inflammation and reduce infection severity via recruiting CXCR3(+) regulatory T cells."
"PMID","PMID:31015452",8,33,9606,"9606.ENSP00000229135,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.69e-10,8.22e-06,"(2019) Spatial and temporal localization of immune transcripts defines hallmarks and diversity in the tuberculosis granuloma."
"PMID","PMID:29924976",10,76,9606,"9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000327025,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","ADORA2B,ADRB2,RORC,ADORA2A,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.74e-10,8.22e-06,"(2018) Innate Lymphoid Cells: Diversity, Plasticity, and Unique Functions in Immunity."
"PMID","PMID:30218667",8,33,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",1.69e-10,8.22e-06,"(2018) Roles for Interleukin 17 and Adaptive Immunity in Pathogenesis of Colorectal Cancer."
"PMID","PMID:25941256",8,33,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.69e-10,8.22e-06,"(2015) STAT3 is a critical cell-intrinsic regulator of human unconventional T cell numbers and function."
"PMID","PMID:20123959",8,33,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.69e-10,8.22e-06,"(2010) Chronic mucocutaneous candidiasis in APECED or thymoma patients correlates with autoimmunity to Th17-associated cytokines."
"PMID","PMID:34489976",10,77,9606,"9606.ENSP00000292303,9606.ENSP00000310170,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,FOSL1,NLRP3,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",1.95e-10,8.9e-06,"(2021) Transcriptional, Epigenetic, and Functional Reprogramming of Monocytes From Non-Human Primates Following Chronic Alcohol Drinking."
"PMID","PMID:35216349",7,19,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.09e-10,9.33e-06,"(2022) Molecular and Cellular Mechanisms of M. tuberculosis and SARS-CoV-2 Infections-Unexpected Similarities of Pathogenesis and What to Expect from Co-Infection."
"PMID","PMID:32351510",7,19,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.09e-10,9.33e-06,"(2020) Phenotypical Characterization of Spleen Remodeling in Murine Experimental Visceral Leishmaniasis."
"PMID","PMID:32752244",7,19,9606,"9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.09e-10,9.33e-06,"(2020) Probiotic Lactobacillus and Bifidobacterium Strains Counteract Adherent-Invasive Escherichia coli (AIEC) Virulence and Hamper IL-23Th17 Axis in Ulcerative Colitis, but Not in Crohns Disease."
"PMID","PMID:31530557",7,19,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,TNF,IL10",2.09e-10,9.33e-06,"(2019) Evidence that tissue resident human enthesis gammadeltaT-cells can produce IL-17A independently of IL-23R transcript expression."
"PMID","PMID:29164949",7,19,9606,"9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.09e-10,9.33e-06,"(2017) Local pro-inflammatory cytokine and nitric oxide responses are elevated in patients with pterygium."
"PMID","PMID:27679683",8,34,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.07e-10,9.33e-06,"(2016) Immunomodulation by mesenchymal stem cells: Interplay between mesenchymal stem cells and regulatory lymphocytes."
"PMID","PMID:25924895",8,34,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000430950","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IDO1",2.07e-10,9.33e-06,"(2015) Impaired Th17 polarization of phenotypically naive CD4(+) T-cells during chronic HIV-1 infection and potential restoration with early ART."
"PMID","PMID:26074879",9,54,9606,"9606.ENSP00000216181,9606.ENSP00000292303,9606.ENSP00000305372,9606.ENSP00000312029,9606.ENSP00000341044,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000412237","MYH9,CCR5,ADRB2,UCP2,ACACB,IL6,TNF,SLC12A3,IL10",2.22e-10,9.33e-06,"(2015) Identifying Common Genetic Risk Factors of Diabetic Neuropathies."
"PMID","PMID:23181064",8,34,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.07e-10,9.33e-06,"(2012) CD161(+)CD4(+) T cells are enriched in the liver during chronic hepatitis and associated with co-secretion of IL-22 and IFN-gamma."
"RCTM","HSA-1643685",32,1548,9606,"9606.ENSP00000023064,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000231509,9606.ENSP00000258742,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000262741,9606.ENSP00000265594,9606.ENSP00000281317,9606.ENSP00000289753,9606.ENSP00000292303,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000337383,9606.ENSP00000343657,9606.ENSP00000354511,9606.ENSP00000359609,9606.ENSP00000360124,9606.ENSP00000360217,9606.ENSP00000367064,9606.ENSP00000379087,9606.ENSP00000383840,9606.ENSP00000385675,9606.ENSP00000386377,9606.ENSP00000402152,9606.ENSP00000412237,9606.ENSP00000433490,9606.ENSP00000445306,9606.ENSP00000467494","SLC7A9,MAPK1,MYH9,NR3C1,NUPL2,VIPR2,SLC4A1,PIK3R3,MCCC1,MMAA,HTR6,CCR5,ADORA2B,ADRB2,P2RX7,ADORA2A,NLRP3,MCCC2,COMT,LMBRD1,PGM1,RHAG,CUBN,ADM2,MMACHC,IL6,MGAT5,SLC12A3,IL10,CALCB,ATP1A1,GIPR",2.53e-09,2.89e-06,"Disease"
"RCTM","HSA-9658195",14,249,9606,"9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000262178,9606.ENSP00000289753,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000337383,9606.ENSP00000379087,9606.ENSP00000385675,9606.ENSP00000412237,9606.ENSP00000433490,9606.ENSP00000467494","MAPK1,MYH9,VIPR2,HTR6,ADORA2B,ADRB2,P2RX7,ADORA2A,NLRP3,ADM2,IL6,IL10,CALCB,GIPR",1.33e-09,2.89e-06,"Leishmania infection"
"RCTM","HSA-3296482",6,22,9606,"9606.ENSP00000265594,9606.ENSP00000281317,9606.ENSP00000343657,9606.ENSP00000359609,9606.ENSP00000367064,9606.ENSP00000383840","MCCC1,MMAA,MCCC2,LMBRD1,CUBN,MMACHC",1.95e-08,1.25e-05,"Defects in vitamin and cofactor metabolism"
"RCTM","HSA-9662851",11,166,9606,"9606.ENSP00000216181,9606.ENSP00000262178,9606.ENSP00000289753,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000336630,9606.ENSP00000379087,9606.ENSP00000385675,9606.ENSP00000412237,9606.ENSP00000433490,9606.ENSP00000467494","MYH9,VIPR2,HTR6,ADORA2B,ADRB2,ADORA2A,ADM2,IL6,IL10,CALCB,GIPR",1.73e-08,1.25e-05,"Anti-inflammatory response favouring Leishmania parasite infection"
