"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"PMID","PMID:34434945",9,41,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.18e-11,3.34e-06,"(2021) Role of Th22 Cells in Human Viral Diseases."
"PMID","PMID:31810462",7,13,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.26e-11,3.34e-06,"(2019) Influence of combined functional resistance and endurance exercise over 12 weeks on matrix metalloproteinase-2 serum concentration in persons with relapsing-remitting multiple sclerosis - a community-based randomized controlled trial."
"PMID","PMID:28903065",7,13,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.26e-11,3.34e-06,"(2017) Inflammation polymorphisms and prostate cancer risk in Jamaican men: Role of obesitybody size."
"PMID","PMID:24905997",9,41,9606,"9606.ENSP00000215832,9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","MAPK1,IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",2.18e-11,3.34e-06,"(2014) Autophagy regulates the therapeutic potential of mesenchymal stem cells in experimental autoimmune encephalomyelitis."
"PMID","PMID:21819477",9,42,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000354003,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,GPR29,CCRL2,GYPA,ENSP00000383715,IL6,TNF,IL10,IDO1",2.63e-11,3.34e-06,"(2012) Modulation and recruitment of inducible regulatory T cells by first trimester trophoblast cells."
"PMID","PMID:22615204",8,25,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",2.24e-11,3.34e-06,"(2012) Human CCR4+ CCR6+ Th17 cells suppress autologous CD8+ T cell responses."
"PMID","PMID:30462183",10,63,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000304501,9606.ENSP00000310170,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000468500","IFNG,CCR5,ADORA2B,FOSL1,P2RX7,NLRP3,IL6,TNF,IL10,GFAP",2.78e-11,3.4e-06,"(2018) Microglial phenotypes in the human epileptic temporal lobe."
"PMID","PMID:22674334",8,26,9606,"9606.ENSP00000229135,9606.ENSP00000321345,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,IL23R,NLRP3,GPR29,CCRL2,ENSP00000383715,TNF,IL10",2.92e-11,3.46e-06,"(2012) Interactions between the microbiota and the immune system."
"PMID","PMID:34255929",10,66,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000344095,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","IFNG,CCR5,IL23R,RORC,GPR29,ZNF683,CCRL2,ENSP00000383715,IL6,IL10",4.21e-11,4.34e-06,"(2021) Patterns of T-Cell Phenotypes in Rheumatic Diseases From Single-Cell Studies of Tissue."
"PMID","PMID:30979024",9,44,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",3.79e-11,4.34e-06,"(2019) The Resolution of Intestinal Inflammation: The Peace-Keepers Perspective."
"PMID","PMID:30043753",8,27,9606,"9606.ENSP00000265641,9606.ENSP00000326305,9606.ENSP00000341044,9606.ENSP00000370023,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000398698,9606.ENSP00000438689","CPT1A,SLC25A20,ACACB,HADHA,CPT1C,CPT1B,TNF,ACADVL",3.77e-11,4.34e-06,"(2018) Etomoxir Actions on Regulatory and Memory T Cells Are Independent of Cpt1a-Mediated Fatty Acid Oxidation."
"PMID","PMID:27379092",8,27,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",3.77e-11,4.34e-06,"(2016) Mucosal Regulatory T Cells and T Helper 17 Cells in HIV-Associated Immune Activation."
"PMID","PMID:23674167",8,27,9606,"9606.ENSP00000216780,9606.ENSP00000265641,9606.ENSP00000326305,9606.ENSP00000346173,9606.ENSP00000359871,9606.ENSP00000370023,9606.ENSP00000376303,9606.ENSP00000438689","PCK2,CPT1A,SLC25A20,ETFB,ACADM,HADHA,CPT1C,ACADVL",3.77e-11,4.34e-06,"(2013) Pathophysiology of fatty acid oxidation disorders and resultant phenotypic variability."
"PMID","PMID:21637346",8,27,9606,"9606.ENSP00000321345,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,NLRP3,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",3.77e-11,4.34e-06,"(2011) Role of IL-1 beta in the development of human T(H)17 cells: lesson from NLPR3 mutated patients."
"PMID","PMID:20543591",7,15,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,GPR29,CCRL2,ENSP00000383715,TNF,IL10",4.93e-11,4.87e-06,"(2010) Th17 cells in pathogenic simian immunodeficiency virus infection of macaques."
"PMID","PMID:25384766",9,46,9606,"9606.ENSP00000321345,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000430950,9606.ENSP00000480484","IL23R,NLRP3,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IDO1,TCHH",5.38e-11,5.19e-06,"(2014) Innate Defense against Fungal Pathogens."
"PMID","PMID:35296069",8,30,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.7e-11,5.76e-06,"(2022) Long-Term Effects of Alemtuzumab on CD4+ Lymphocytes in Multiple Sclerosis Patients: A 72-Month Follow-Up."
"PMID","PMID:33467215",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000231509,9606.ENSP00000305372,9606.ENSP00000330696,9606.ENSP00000354511,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,NR3C1,ADRB2,P2RX7,COMT,IL6,TNF,IL10",7.7e-11,5.76e-06,"(2021) Computational Functional Genomics-Based AmpliSeq(TM) Panel for Next-Generation Sequencing of Key Genes of Pain."
"PMID","PMID:33815388",11,98,9606,"9606.ENSP00000215832,9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","MAPK1,IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",8.22e-11,5.76e-06,"(2021) Single Cell Analysis of Blood Mononuclear Cells Stimulated Through Either LPS or Anti-CD3 and Anti-CD28."
"PMID","PMID:34022735",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.05e-11,5.76e-06,"(2021) Susceptibility to SARS-CoV-2 infection in patients undergoing chemotherapy and radiation therapy."
"PMID","PMID:34103475",11,96,9606,"9606.ENSP00000215832,9606.ENSP00000231509,9606.ENSP00000299847,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000444810,9606.ENSP00000468500","MAPK1,NR3C1,CHRFAM7A,OXTR,P2RX7,NLRP3,IL6,TNF,IL10,FKBP5,GFAP",6.71e-11,5.76e-06,"(2021) Gene expression studies in Depression development and treatment: an overview of the underlying molecular mechanisms and biological processes to identify biomarkers."
"PMID","PMID:34298981",10,71,9606,"9606.ENSP00000265641,9606.ENSP00000321345,9606.ENSP00000326305,9606.ENSP00000337383,9606.ENSP00000346173,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000438689","CPT1A,IL23R,SLC25A20,NLRP3,ETFB,CPT1C,CPT1B,TNF,IL10,ACADVL",8.07e-11,5.76e-06,"(2021) PPARdelta in Affected Atopic Dermatitis and Psoriasis: A Possible Role in Metabolic Reprograming."
"PMID","PMID:32574292",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.05e-11,5.76e-06,"(2020) Severe COVID-19: A Review of Recent Progress With a Look Toward the Future."
"PMID","PMID:32655549",11,98,9606,"9606.ENSP00000231509,9606.ENSP00000292303,9606.ENSP00000305372,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","NR3C1,CCR5,ADRB2,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",8.22e-11,5.76e-06,"(2020) Regulation of Human Innate Lymphoid Cells in the Context of Mucosal Inflammation."
"PMID","PMID:30122421",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,TNF,IL10",7.7e-11,5.76e-06,"(2019) Fingolimod modulates T cell phenotype and regulatory T cell plasticity in vivo."
"PMID","PMID:30944162",8,29,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",6.11e-11,5.76e-06,"(2019) Systemic Antibiotic Therapy Reduces Circulating Inflammatory Dendritic Cells and Treg-Th17 Plasticity in Periodontitis."
"PMID","PMID:29618802",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000386377,9606.ENSP00000398698","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,MGAT5,TNF",7.05e-11,5.76e-06,"(2018) Integrative analysis of Multiple Sclerosis using a systems biology approach."
"PMID","PMID:30533524",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.05e-11,5.76e-06,"(2018) Anti-inflammatory effects of dietary vitamin D3 in patients with multiple sclerosis."
"PMID","PMID:28086227",7,16,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.05e-11,5.76e-06,"(2017) Matrine alleviates lipopolysaccharide-induced intestinal inflammation and oxidative stress via CCR7 signal."
"PMID","PMID:28198424",9,47,9606,"9606.ENSP00000304501,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","ADORA2B,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",6.38e-11,5.76e-06,"(2017) Human IDO-competent, long-lived immunoregulatory dendritic cells induced by intracellular pathogen, and their fate in humanized mice."
"PMID","PMID:26673135",8,29,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.11e-11,5.76e-06,"(2016) Selective ORAI1 Inhibition Ameliorates Autoimmune Central Nervous System Inflammation by Suppressing Effector but Not Regulatory T Cell Function."
"PMID","PMID:26819963",8,29,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.11e-11,5.76e-06,"(2016) Alemtuzumab long-term immunologic effect: Treg suppressor function increases up to 24 months."
"PMID","PMID:24412615",9,49,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",8.87e-11,5.76e-06,"(2014) Proatherogenic conditions promote autoimmune T helper 17 cell responses in vivo."
"PMID","PMID:24453425",8,29,9606,"9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.11e-11,5.76e-06,"(2013) Circulating Th22 and Th9 levels in patients with acute coronary syndrome."
"PMID","PMID:21765430",8,29,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",6.11e-11,5.76e-06,"(2011) Control of TH17 cells occurs in the small intestine."
"PMID","PMID:22022372",8,30,9606,"9606.ENSP00000229135,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","IFNG,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",7.7e-11,5.76e-06,"(2011) Functional studies on the IBD susceptibility gene IL23R implicate reduced receptor function in the protective genetic variant R381Q."
"PMID","PMID:20543593",7,16,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6",7.05e-11,5.76e-06,"(2010) Th17 and regulatory T cells: implications for AIDS pathogenesis."
"PMID","PMID:18691912",7,16,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",7.05e-11,5.76e-06,"(2008) Gr1(+) inflammatory monocytes are required for mucosal resistance to the pathogen Toxoplasma gondii."
"PMID","PMID:26865085",8,31,9606,"9606.ENSP00000292303,9606.ENSP00000337383,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,NLRP3,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",9.64e-11,6.06e-06,"(2016) The Second Brain: Is the Gut Microbiota a Link Between Obesity and Central Nervous System Disorders?"
"PMID","PMID:24101376",8,31,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",9.64e-11,6.06e-06,"(2013) BET bromodomain inhibition suppresses TH17-mediated pathology."
"PMID","PMID:19357708",7,17,9606,"9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",9.9e-11,6.06e-06,"(2009) Inflammatory skin disease in K5.hTGF-beta1 transgenic mice is not dependent on the IL-23Th17 inflammatory pathway."
"PMID","PMID:11056676",7,17,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",9.9e-11,6.06e-06,"(2000) Cytokine, activation marker, and chemokine receptor expression by individual CD4(+) memory T cells in rheumatoid arthritis synovium."
"PMID","PMID:33205383",9,50,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000468500","CCR5,IL23R,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,GFAP",1.04e-10,6.17e-06,"(2021) Chronic Toxoplasma gondii Infection Alleviates Experimental Autoimmune Encephalomyelitis by the Immune Regulation Inducing Reduction in IL-17ATh17 Via Upregulation of SOCS3."
"PMID","PMID:29942318",9,50,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.04e-10,6.17e-06,"(2018) Mucosal-Associated Invariant T Cells in Autoimmune Diseases."
"PMID","PMID:33669367",9,51,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000343952,9606.ENSP00000344095,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,GPR29,ZNF683,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.22e-10,6.9e-06,"(2021) Tissue-Resident Memory T Cells in Chronic Inflammation-Local Cells with Systemic Effects?"
"PMID","PMID:33980982",11,102,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000322898,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,IL23R,EBF1,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",1.22e-10,6.9e-06,"(2021) A follicular regulatory Innate Lymphoid Cell population impairs interactions between germinal center Tfh and B cells."
"PMID","PMID:34462459",8,32,9606,"9606.ENSP00000229135,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.2e-10,6.9e-06,"(2021) T-bet represses collagen-induced arthritis by suppressing Th17 lineage commitment through inhibition of RORgammat expression and function."
"PMID","PMID:24408967",8,32,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.2e-10,6.9e-06,"(2014) Activation of IL-27 signalling promotes development of postinfluenza pneumococcal pneumonia."
"PMID","PMID:19119024",8,32,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",1.2e-10,6.9e-06,"(2009) Late developmental plasticity in the T helper 17 lineage."
"PMID","PMID:33679767",7,18,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.37e-10,7.37e-06,"(2021) Lactobacillus acidipiscis Induced Regulatory Gamma Delta T Cells and Attenuated Experimental Autoimmune Encephalomyelitis."
"PMID","PMID:33961030",7,18,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF",1.37e-10,7.37e-06,"(2021) Crossing the boundaries: IL-23 and its role in linking inflammation of the skin, gut and joints."
"PMID","PMID:33014369",8,33,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430950","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10,IDO1",1.48e-10,7.37e-06,"(2020) Mesenchymal stem cells prevent overwhelming inflammation and reduce infection severity via recruiting CXCR3(+) regulatory T cells."
"PMID","PMID:31015452",8,33,9606,"9606.ENSP00000229135,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.48e-10,7.37e-06,"(2019) Spatial and temporal localization of immune transcripts defines hallmarks and diversity in the tuberculosis granuloma."
"PMID","PMID:29924976",10,76,9606,"9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000327025,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","ADORA2B,ADRB2,RORC,ADORA2A,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.48e-10,7.37e-06,"(2018) Innate Lymphoid Cells: Diversity, Plasticity, and Unique Functions in Immunity."
"PMID","PMID:30218667",8,33,9606,"9606.ENSP00000229135,9606.ENSP00000292303,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000412237","IFNG,CCR5,RORC,GPR29,CCRL2,ENSP00000383715,IL6,IL10",1.48e-10,7.37e-06,"(2018) Roles for Interleukin 17 and Adaptive Immunity in Pathogenesis of Colorectal Cancer."
"PMID","PMID:28566946",7,18,9606,"9606.ENSP00000231509,9606.ENSP00000343952,9606.ENSP00000364802,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","NR3C1,GPR29,HSPA1A,ENSP00000383715,IL6,TNF,IL10",1.37e-10,7.37e-06,"(2017) A multispecies approach for understanding neuroimmune mechanisms of stress."
"PMID","PMID:26751584",7,18,9606,"9606.ENSP00000292303,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.37e-10,7.37e-06,"(2016) Reciprocity between Regulatory T Cells and Th17 Cells: Relevance to Polarized Immunity in Leprosy."
"PMID","PMID:25941256",8,33,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.48e-10,7.37e-06,"(2015) STAT3 is a critical cell-intrinsic regulator of human unconventional T cell numbers and function."
"PMID","PMID:26640327",9,52,9606,"9606.ENSP00000292303,9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","CCR5,IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.42e-10,7.37e-06,"(2015) Th1 and Th17 Cells in Tuberculosis: Protection, Pathology, and Biomarkers."
"PMID","PMID:21767811",7,18,9606,"9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.37e-10,7.37e-06,"(2011) Lymphotoxin controls the IL-22 protection pathway in gut innate lymphoid cells during mucosal pathogen challenge."
"PMID","PMID:20123959",8,33,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF,IL10",1.48e-10,7.37e-06,"(2010) Chronic mucocutaneous candidiasis in APECED or thymoma patients correlates with autoimmunity to Th17-associated cytokines."
"PMID","PMID:19050297",7,18,9606,"9606.ENSP00000321345,9606.ENSP00000327025,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698","IL23R,RORC,GPR29,CCRL2,ENSP00000383715,IL6,TNF",1.37e-10,7.37e-06,"(2008) Expanded double negative T cells in patients with systemic lupus erythematosus produce IL-17 and infiltrate the kidneys."
